"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",TIME,""Value"",""Flag Codes"""
"NLD,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",0.496,"
"NLD,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",0.24,"
"NLD,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"NLD,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"NLD,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"NLD,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"NLD,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",0.169,"
"NLD,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",0.076,"
"NZL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",30.227,"
"NZL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",41.566,"
"NZL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",45.774,"
"NZL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",45.248,"
"NZL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",33.169,"
"NZL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",31.551,"
"NZL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",30.407,"
"NZL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",30.424,"
"NZL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",22.307,"
"NZL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",35.598,"
"NZL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",38.348,"
"NZL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",38.147,"
"NZL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",26.364,"
"NZL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",24.89,"
"NZL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",23.89,"
"NZL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",23.545,"
"NZL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",37.85,"
"NZL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",47.231,"
"NZL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",52.788,"
"NZL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",51.933,"
"NZL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",39.821,"
"NZL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",37.955,"
"NZL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",36.722,"
"NZL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",37.095,"
"NOR,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",2.484,"
"NOR,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",5.753,"
"NOR,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",4.75,"
"NOR,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",5.524,"
"NOR,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",3.258,"
"NOR,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",4.07,"
"NOR,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",5.284,"
"NOR,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",4.496,"
"NOR,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",2.518,"
"NOR,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",5.972,"
"NOR,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",4.371,"
"NOR,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",5.686,"
"NOR,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",1.938,"
"NOR,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",2.825,"
"NOR,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",4.398,"
"NOR,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",3.219,"
"NOR,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",2.446,"
"NOR,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",5.527,"
"NOR,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",5.147,"
"NOR,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",5.35,"
"NOR,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",4.649,"
"NOR,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",5.38,"
"NOR,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",6.221,"
"NOR,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",5.844,"
"POL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",12.662,"
"POL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",12.836,"
"POL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",13.24,"
"POL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",14.36,"
"POL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",16.368,"
"POL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",14.972,"
"POL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",14.52,"
"POL,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",14.582,"
"POL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",10.937,"
"POL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",9.321,"
"POL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",7.879,"
"POL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",8.56,"
"POL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",9.325,"
"POL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",7.34,"
"POL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",6.899,"
"POL,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",7.107,"
"POL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",14.445,"
"POL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",16.48,"
"POL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",18.804,"
"POL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",20.382,"
"POL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",23.665,"
"POL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",22.879,"
"POL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",22.411,"
"POL,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",22.312,"
"PRT,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",,""M"""
"PRT,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",3.065,"
"PRT,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",3.889,"
"PRT,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",4.926,"
"PRT,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",5.133,"
"PRT,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",5.921,"
"PRT,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",6.868,"
"PRT,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",3.001,"
"PRT,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",,""M"""
"PRT,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",3.98,"
"PRT,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",4.985,"
"PRT,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",6.261,"
"PRT,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",6.487,"
"PRT,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",7.406,"
"PRT,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",8.448,"
"PRT,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",3.7,"
"PRT,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"PRT,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",2.145,"
"PRT,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",2.797,"
"PRT,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",3.604,"
"PRT,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",3.789,"
"PRT,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",4.436,"
"PRT,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",5.284,"
"PRT,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",2.297,"
"SVK,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",12.332,"
"SVK,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",10.416,"
"SVK,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",3.204,"
"SVK,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",3.627,"
"SVK,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",9.515,"
"SVK,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",8.611,"
"SVK,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",7.137,"
"SVK,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",7.737,"
"SVK,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",14.186,"
"SVK,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",12.569,"
"SVK,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",3.993,"
"SVK,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",3.753,"
"SVK,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",10.279,"
"SVK,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",9.059,"
"SVK,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",7.352,"
"SVK,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",7.71,"
"SVK,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",10.391,"
"SVK,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",9.308,"
"SVK,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",2.375,"
"SVK,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",3.486,"
"SVK,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",8.708,"
"SVK,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",8.137,"
"SVK,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",6.913,"
"SVK,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",7.753,"
"ESP,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",0,"
"ESP,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",1.727,"
"ESP,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",1.975,"
"ESP,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",0,"
"ESP,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",1.426,"
"ESP,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",1.618,"
"ESP,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",0,"
"ESP,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",2.033,"
"ESP,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",2.34,"
"SWE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",0.763,"
"SWE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",3.09,"
"SWE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",4.051,"
"SWE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",,""M"""
"SWE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",3.337,"
"SWE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",3.806,"
"SWE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",4.404,"
"SWE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",4.706,"
"SWE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",0.681,"
"SWE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",2.371,"
"SWE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",3.541,"
"SWE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",,""M"""
"SWE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",2.77,"
"SWE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",3.533,"
"SWE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",3.849,"
"SWE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",4.052,"
"SWE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",0.847,"
"SWE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",3.836,"
"SWE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",4.578,"
"SWE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"SWE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",3.921,"
"SWE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",4.081,"
"SWE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",4.973,"
"SWE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",5.376,"
"CHE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",1.379,"
"CHE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",0.923,"
"CHE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",1.282,"
"CHE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",0.869,"
"CHE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",0.729,"
"CHE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",0.767,"
"CHE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",0.768,"
"CHE,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",0.956,"
"CHE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",0.474,"
"CHE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",0.718,"
"CHE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",1.011,"
"CHE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",0.77,"
"CHE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",0.804,"
"CHE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",0.832,"
"CHE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",0.887,"
"CHE,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",1.04,"
"CHE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",2.296,"
"CHE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",1.133,"
"CHE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",1.559,"
"CHE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",0.971,"
"CHE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",0.652,"
"CHE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",0.701,"
"CHE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",0.647,"
"CHE,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",0.87,"
"USA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",17.281,"
"USA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",21.517,"
"USA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",23.186,"
"USA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",22.11,"
"USA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",21.428,"
"USA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",21.841,"
"USA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",22.004,"
"USA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",21.809,"
"USA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",12.376,"
"USA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",15.976,"
"USA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",17.268,"
"USA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",16.373,"
"USA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",16.248,"
"USA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",17.199,"
"USA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",17.58,"
"USA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",17.947,"
"USA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",22.49,"
"USA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",27.317,"
"USA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",29.362,"
"USA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",28.126,"
"USA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",26.884,"
"USA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",26.744,"
"USA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",26.681,"
"USA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",25.884,"
"ARG,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",,""M"""
"ARG,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",6.875,"
"BRA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",7.769,"
"BRA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",9.428,"
"BRA,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",7.274,"
"BRA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",6.052,"
"BRA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",6.984,"
"BRA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",8.172,"
"BRA,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",6.439,"
"BRA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"BRA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",7.681,"
"BRA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",8.531,"
"BRA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",10.661,"
"BRA,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2016"",8.09,"
"CHN,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2005"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2010"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2011"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2012"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2013"",5.611,"
"CHN,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2014"",5.085,"
"CHN,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2015"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY"",""PC"",""A"",""2016"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2005"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2010"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2011"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2012"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2013"",5.506,"
"CHN,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2014"",5.933,"
"CHN,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2015"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_MEN"",""PC"",""A"",""2016"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2005"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2010"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2011"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2012"",,""M"""
"CHN,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2013"",5.729,"
"CHN,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2014"",4.131,"
"CHN,""GRADRATE"",""P_SRY_NTRY_WOMEN"",""PC"",""A"",""2015"",,""M"""
